label-coarse,label-fine,text
1,1,b'What Sinatra hit did he dooby dooby do in ?'
5,11,b'What province is Edmonton located in ?'
3,4,"b""What 's the nickname of oddsmaker Jimmy Snyder ?"""
4,8,b'What year did the United States pass the Copyright law ?'
0,9,b'What are those little blue reflectors in the middle of the road for ?'
5,24,b'What is the highest mountain in the world ?'
3,4,"b""What is the Viking Prince 's first name ?"""
4,25,b'What does an average daycare provider get paid in New England ?'
3,4,b'Who played the title role in My Favorite Martian ?'
4,8,"b""What is Dick Clark 's date of birth ?"""
1,2,"b'What kind of creatures are black , yellow , and brown bullheads ?'"
1,1,b'What film dramatized the Scopes monkey trial ?'
3,4,"b""What are the names of Richard Nixon 's two daughters ?"""
5,14,b'What is the web address at which I can find the e-mail address of a member of the US House of Representatives ?'
0,0,b'How can I find out how much income tax is paid on Social Security income on the 1998 income tax ?'
4,14,b'What is the population of Ohio ?'
1,29,"b'In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?'"
1,2,b'What animal has killed the most people ?'
5,14,b'Which one of the Great Lakes is entirely within U.S. territory ?'
1,1,b'What 1927 silent film received an international revival in 1981 ?'
0,12,b'What revelation did Alexander Butterfield make to the Senate Watergate committee ?'
1,16,b'What religion has the most members ?'
3,4,b'What well-known TV talk show host was a lay preacher by the time he was seventeen ?'
1,26,b'What product on the market is good for hiding facial scars ?'
5,14,b'Where is the bridge over the river Kwai ?'
0,0,b'How do I love thee ?'
0,7,"b""What is a `` repeating voter '' ?"""
1,1,"b""What was Mae West 's last film ?"""
1,14,b'What are the seven wonders of the world ?'
3,4,b'With whom did Bush compare Saddam Hussein ?'
3,4,"b""What girl 's name is `` Teddy '' an affectionate form of ?"""
3,5,b'What army was founded by William Booth and his wife Catherine ?'
0,7,b'What is a rhomboideus minor ?'
3,4,b'Name the lawyer for Randy Craft .'
3,4,"b""What was the name of Darth Vader 's son ?"""
5,21,b'What city is graced by the Arch of Titus ?'
1,30,b'What shrubs can be planted that will be safe from deer ?'
0,7,b'What is a Cartesian Diver ?'
4,13,b'How many points is a bullseye worth in darts ?'
4,14,b'What is the chemical reactivity of helium ?'
4,8,b'When did Fraze get his first patent for the pull-tab can ?'
1,14,b'What does God create in the first sentence of the Bible ?'
0,7,b'What is Zionism ?'
3,4,b'Which Doonesbury character was likely to turn into a werewolf ?'
3,4,"b'Who was the first American poet to win the Nobel Prize for literature , in 1948 ?'"
1,1,b'Name a film that has won the Golden Bear in the Berlin Film Festival ?'
5,18,b'What African country is governed from Ouagadougou ?'
4,13,b'How many more weeks of winter are there if a ground hog sees his shadow ?'
1,2,b'What kinds of animals are in Cambodia ?'
1,14,"b""What is Grenada 's main commodity export ?"""
0,0,b'How did the tradition of best man start ?'
3,4,b'Who invented Make-up ?'
4,13,b'How many emperors were there in the Roman Empire ?'
5,14,b'Where can I get mailing lists ?'
5,14,b'Where was the first restaurant ?'
0,12,b'What personality traits are Capricorns said to have ?'
4,13,b'How many years is Johnnie Walker Black Label aged ?'
4,13,b'How many Russians have landed on the moon ?'
0,0,b'How can I trace my family roots ?'
1,1,b'What is a film starring Jude Law ?'
1,23,b'What is a fear of gravity ?'
3,4,"b""What dictator has the nickname `` El Maximo '' ?"""
5,18,"b""What 's the only East european country not tied to the ruble ?"""
1,14,"b'Which is the largest clock , diameter wise , in Europe ?'"
4,27,b'How old was George Washington when he died ?'
0,0,b'How did Peabody and Sherman travel through time ?'
0,0,b'How can I get my product licensed by the NBA ?'
1,42,b'What sign is the best love match for a horoscope sign ?'
4,8,b'What year did the Vietnam War end ?'
0,12,"b""What is the origin of the expression `` tout de suite '' ?"""
1,1,b'What Jules Verne novel features scientists held captive in the submarine Nautilus ?'
0,0,b'How does the Elongated Man know a mystery is afoot ?'
1,10,b'What Jewish holiday saw the start of the 1973 Mideast War ?'
2,3,b'What does RCA stand for ?'
3,4,b'What woman pitcher has struck out Ted Williams and Hank Aaron ?'
4,13,b'How many fiddlers did Old King Cole have ?'
1,20,"b""What 's the term for any four-sided figure ?"""
0,9,"b'What was the claim to fame of Explorer I , launched February 1 , 1958 ?'"
0,12,"b""What is the origin of the name ` Scarlett ' ?"""
1,2,b'What is a female rabbit called ?'
0,12,b'What do I need to learn to design web pages ?'
3,12,b'Who is Dear Abby ?'
3,5,"b""What cable network bills itself as `` the family entertainer '' ?"""
0,7,b'What is Tetrinet ?'
1,23,b'What is a fear of motion ?'
3,4,"b""What was American folk hero John Chapman 's nickname ?"""
3,4,"b""What king boycotted Prince Charles 's wedding ?"""
1,30,b'What are two plants that clothes are made from ?'
1,23,b'For what disease is the drug Sinemet used as a treatment ?'
0,0,b'How do they find or choose witnesses to an execution ?'
5,14,"b'What planet would you visit to see Bebrenia , Arcadia , and Amazonis ?'"
1,28,b'What substance did Joseph Priestley name for its ability to erase pencil marks ?'
4,39,"b""What is Columbia Tristar 's phone number ?"""
5,21,b'What is the largest city in Germany ?'
1,17,b'What do you get by adding Lactobacillus bulgaricus to milk ?'
5,14,b'What do most tourists visit in Reims ?'
3,5,b'What corporation does Madonna advertise for ?'
3,4,b'Who invented the stethoscope ?'
0,7,b'What is a bourdon tube ?'
3,4,b'Name the On Stage character whose face was never seen .'
5,14,"b""What colorful sea 's region does Greek legend say the Amazons lived near ?"""
4,25,b'What does an average daycare provider get paid in New England ?'
1,1,b'What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?'
1,31,b'In what ways did Ivan IV support Russian expansion ?'
1,1,b'Which comic strip was never turned into a Broadway musical ?'
3,4,b'Who invented the radio ?'
3,5,b'What baseball team became the Minnesota Twins ?'
4,8,b'What season begins with the vernal equinox ?'
5,14,"b""Where 's the GUM department store ?"""
3,4,b'Who bestowed great power upon Captain Britain ?'
0,9,b'What exactly is the purpose of the anteater ?'
1,14,b'What is an example of a natural acid-base indicator ?'
3,4,b'What famous model was married to Billy Joel ?'
0,7,b'What does the name Calder mean ?'
1,44,b'Which airplane did Fawaz Younis hijack ?'
1,14,"b""What was the education system in the 1960 's ?"""
1,14,b'What video format was an alternative to VHS ?'
3,5,"b""What company 's logo is a `` W '' in a circle ?"""
4,25,b'What can you be fined for having a dog on a beach ?'
4,8,b'In which year was the cartoon character Chilly Willy created ?'
4,13,b'How many copies of an album must be sold for it to be a gold album ?'
3,4,"b""Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?"""
5,14,"b""Where does Barney Rubble go to work after he drops Fred off in the `` Flintstones '' cartoon series ?"""
3,4,b'Who was the first Holy Roman Emperor ?'
0,0,b'How can I find out how much it costs to raise a baby for six months ?'
5,14,b'Where is McCarren Airport ?'
0,9,b'Why did the chicken cross the road ?'
0,7,b'What is humidity ?'
1,14,b'What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?'
0,9,b'What made the Finger Lakes in western New York state ?'
5,21,b'What city is sometimes called Gotham ?'
5,14,b'Where can I find the names of all the 15 Pokemon ?'
5,18,b'What country has declared one-fifth of its territory off-limits to Russians ?'
1,14,"b""What 's the tallest piece on a chessboard ?"""
4,14,"b'What is the latitude and longitude of El Paso , Texas ?'"
4,13,b'How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?'
0,12,b'What is the difference between ninjitsu and kung fu ?'
0,9,b'What is the S&P 500 used for ?'
2,3,"b'In a computer , what does SCSI mean ?'"
3,5,b'What company has built more than 2.5 billion little green houses since 1935 ?'
4,13,b'How many people die from snakebite poisoning in the U.S. per year ?'
0,7,b'What is a meerkat ?'
3,4,b'Who taught Matt Murdock to use his extraordinary abilities in Marvel comics ?'
3,4,"b'Who stopped making diary entries on May 31 , 1669 , because he thought he was going blind ?'"
4,13,b'How many web servers are there ?'
0,12,b'What happened to Pepsi Clear ?'
0,12,b'What is the origin of blue for boys and pink for girls ?'
4,13,b'How many films did Ingmar Bergman make ?'
1,29,b'What non-mechanical sport achieves the highest speeds ?'
3,4,b'What comedian was The Perfect Fool ?'
0,0,b'How did Socrates die ?'
4,40,b'How high must a mountain be to be called a mountain ?'
5,14,b'Where does the song Anything Goes take place ?'
0,0,b'How would someone go about becoming an organ donor ?'
3,4,b'Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?'
4,13,b'How many pairs of legs does a lobster have ?'
0,7,b'What does the name Kelly mean ?'
5,21,b'In what city is the headquarters of Sinn Fein ?'
5,14,b'Name an art gallery in New York .'
0,9,b'Why do girls have to wear training bras ?'
3,4,b'What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?'
1,1,b'What book is subtitled The Preservation of Favoured Races in the Struggle for Life ?'
5,21,b'Which city in China has the largest number of foreign financial companies ?'
3,4,b'What Pope inaugurated Vatican International Radio ?'
4,13,b'How many times has Harold Stassen announced a drive for the White House ?'
0,12,b'What is the difference between college and graduate school ?'
0,7,b'What is a cake of soap ?'
1,23,b'What is a fear of cold ?'
4,8,b'When were the Olympic Games in which Nadia Comaneci became popular played ?'
1,29,"b""What net game sees its women 's world amateur champions receive the Uber Cup ?"""
3,6,"b""What is Larry King 's occupation ?"""
5,11,b'What state has the most Indians ?'
4,8,b'What is the date of Boxing Day ?'
4,8,b'When did the original Howdy Doody show go off the air ?'
3,4,b'Who invented the electric guitar ?'
5,14,"b""What was Einstein 's birthplace ?"""
0,12,"b'What do Caroll Baker , Tammy Grimes , Debbie Reynolds , and Judy Garland all have in common ?'"
1,23,b'What is a fear of childbirth ?'
3,4,b'What baseball team owner and sailor is known as The Mouth of the South ?'
5,14,b'What direction do the best surfing beaches face ?'
2,3,b'What does U.S.S.R. stand for ?'
1,20,"b""What is the Scotch `` for people who know the difference '' ?"""
0,7,b'What does the term glory hole mean ?'
4,14,b'What is the chemical reactivity of neon ?'
2,3,b'What is BPH ?'
3,4,b'Who did Dita Beard work for ?'
5,14,b'What river is Pocahontas buried along ?'
1,14,b'Which sex is denied voting rights in Kuwait ?'
0,7,b'What is endometriosis ?'
4,8,b'When was General Manuel Noriega ousted as the leader of Panama and turned over to U.S. authorities ?'
1,23,b'What is a fear of going to bed ?'
5,14,b'Where can I find the schematics to the windshield wiper mechanism ?'
1,1,b'What novel did Ian Fleming introduce James Bond in ?'
1,17,b'What delicacy is known indelicately as pickled roe ?'
3,4,b'Who was the lawyer for Randy Craft ?'
4,40,b'How long is the Coney Island boardwalk ?'
4,27,b'How long does it take sunlight to reach Earth ?'
1,23,b'What is a fear of stings ?'
0,0,b'How did Lee Harvey Oswald purchase his rifle ?'
0,12,b'What is so powerful about Power Bars ?'
5,14,b'What is the longest place name in the U.S. ?'
0,7,b'What is a Jellicle Cat ?'
5,14,b'Where is the Keck telescope ?'
4,27,b'How long does a fly live ?'
1,31,b'What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?'
0,12,b'What qualifications are there for individuals donating blood ?'
3,4,"b""What author of the Days of Our Lives Cookbook signed on in 198 as Liz Chandler in TV 's Days of Our Lives ?"""
3,4,b'What six-foot temperance advocate wielded her hatchet on saloons ?'
3,5,b'Who made the rotary engine automobile ?'
1,14,b'What are the 7 Wonders of the World ?'
4,38,b'What percentage of the body is muscle ?'
5,14,"b'Where can I find information about Bob Barr , representative from Georgia ?'"
5,14,"b""Where can I find the lyrics for the song ` Getting Married Today ' from the musical ` Company ' ?"""
4,35,b'How fast can a Corvette go ?'
3,4,"b'What was the real name of writer Ross Macdonald , creator of the hero Lew Archer ?'"
2,3,"b""What is a `` USB '' port on a computer ?"""
5,14,b'Where can I find a case on Individuals with Disabilities Education Act of 1991 ?'
3,4,b'Who were leaders of the Byzantine empire ?'
3,4,b'Who were the four famous founders of United Artists ?'
0,7,b'What is Bombay duck ?'
0,0,b'How do you write a book report ?'
3,5,b'What team did Babe Ruth play his first major league game for ?'
3,4,b'Who portrayed portly criminologist Carl Hyatt on Checkmate ?'
3,5,"b""Who are cartoondom 's Super Six ?"""
1,1,b'Names of books by James A. Michener set in the following locations ?'
0,7,b'What is chromatology ?'
0,7,b'What is osmosis ?'
0,7,b'What are the Valdez Principles ?'
0,7,b'What do the names Andrew and Christina mean ?'
3,4,b'Name of scholar on whose literal translations from the Chinese and Japanese Ezra Pound depended ?'
5,14,"b""What are the world 's four oceans ?"""
1,14,b'What does the six-footed Musca domestica become when it enters a house ?'
3,12,b'Who was Thucydides ?'
3,4,b'Who was the first king of England ?'
1,31,"b""What 's the slowest Olympic swimming stroke ?"""
5,18,"b""What 's the fifth-largest country in the world ?"""
1,26,"b""What first-aid product `` Helps the hurt stop hurting '' ?"""
5,14,"b""Where can I find a `` Fifth Element '' screensaver ?"""
1,1,b'What newspaper serves Salt Lake City ?'
4,13,b'How often are brain cells replaced ?'
5,18,b'What countries does the Mont Blanc Tunnel join ?'
5,14,b'Where on the Internet can I find information on laundry detergent ?'
3,5,b'Who are the Challengers of the Unknown ?'
3,12,b'Who was Whitcomb Judson ?'
4,13,b'How many points is a disk in the center hole worth in Crokinole ?'
0,12,b'What should you yell to hail a taxi in Madrid ?'
3,4,"b""What poet wrote : `` ... I have promises to keep , and miles to go before I sleep '' ?"""
1,2,"b""Who were John F. Kennedy 's dogs ?"""
5,21,"b""What 's the capital of Taiwan ?"""
5,14,b'What is the tallest building in Japan ?'
3,4,b'Who is the most sexy celebrity ?'
5,14,b'Where was Christopher Columbus born ?'
4,13,"b'How many megawatts will the power project in Indonesia , built by a consortium headed by Mission Energy of US , produce ?'"
1,1,"b'Name a movie that the actress , Sandra Bullock , had a role in .'"
0,7,"b""What does the word `` opera '' mean ?"""
0,9,b'What makes a clitoris sensitive ?'
1,29,b'Garry Kasparov plays what game ?'
1,33,b'Musician Ray Charles plays what instrument ?'
5,14,b'Where can you find the Venus flytrap ?'
1,17,b'What did the pyramid-builders of Egypt mainly eat ?'
3,4,"b""Whose first presidential order was : `` Let 's get this goddamn thing airborne '' ?"""
3,4,b'Who owns CNN ?'
1,14,b'What does a woman want ?'
1,14,"b""What 's the highest hand in straight poker ?"""
4,8,b'The Olympic Games in which year allowed Nadia Comaneci to become popular ?'
4,13,b'How many grooves are on a dime ?'
3,4,b'What pseudonym did William Sydney Porter use in writing The Gift of the Magi ?'
3,4,b'Who was made the first honorary citizen of the U.S. ?'
0,0,b'How do you build a solar car for a high school experiment ?'
1,14,b'What does the policeman become in the Canadian edition of Monopoly ?'
0,9,b'What is Betsy Ross famous for ?'
1,29,b'What blood sport features a movement called a veronica ?'
3,5,b'What business exports the sparkling wine Spumante ?'
1,44,b'What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?'
3,4,"b""Who was the author of `` John Brown 's Body '' ?"""
1,42,b'What is the zodiac sign for August 14 ?'
0,7,b'What is a Devo hat ?'
5,11,b'In what U.S. state was the first woman governor elected ?'
4,8,b'When was the first stained glass window made ?'
5,14,b'What stadium do the Miami Dolphins play their home games in ?'
0,0,b'How does food color affect how you think it will taste ?'
0,9,"b'Why was Washington , DC originally called District of Columbia ?'"
3,5,b'What major airline has the best safety record in the world ?'
5,21,b'What are the five most expensive cities in the world ?'
3,12,b'Who is Samuel F. Pickering ?'
4,25,"b""How much is Clara Peller being paid by Wendy 's to say `` Where 's the beef '' ?"""
4,8,b'When was Nostradamus born ?'
0,7,b'What are shooting stars ?'
4,13,b'How many years of bad luck follow breaking a mirror ?'
3,4,b'Who is the French literary charcter who is chiefly famous for his enormous nose ?'
1,30,b'What plant is rum made from ?'
5,11,b'What U.S. state are the Finger Lakes in ?'
5,18,b'What country is the largest diamond producer ?'
5,21,"b""What 's the capital of Monaco ?"""
4,13,b'How many people in the world speak French ?'
4,13,b'How many inches apart are adjacent pins in tenpin bowling ?'
4,8,"b""When was `` the Great Depression '' ?"""
1,1,b'What film was Jude Law in ?'
1,19,b'What two colors are you blind to if you suffer from protanopia ?'
4,13,b'How many verses are in the Bible ?'
3,4,b'Who was International Olympic Committee chairman at the 1936 Summer Games ?'
5,21,b'The Orange Bowl is in what city ?'
1,23,b'What is a fear of black people ?'
0,12,b'What is the difference between a generator and an alternator ?'
3,4,b'Name the scar-faced bounty hunter of The Old West .'
0,7,"b""What 's the meaning of the name Tatiana ?"""
5,11,"b'What populous state covers 49 , 576 square miles ?'"
4,40,b'How tall is the giraffe ?'
3,4,"b""What are the names of Jack 's original roommates on Three 's Company ?"""
3,4,"b""Who made the deodorant that claimed that it `` actually builds up resistance to odor '' ?"""
1,20,"b""What 's the common name for acetylsalicylic acid ?"""
1,36,b'What is a word whose letters can be rearranged to form a different word ?'
1,1,"b""What film ends with the line : `` This is Mrs. Norman Maine '' ?"""
1,19,b'What color is the stripe along each side of a Coho salmon ?'
4,27,b'How long does it take for your body to restore blood after you donate your blood ?'
3,6,b'What is the oldest profession ?'
1,28,b'What are the chemicals used in glowsticks ?'
5,14,b'Where is McCarren Airport located ?'
1,20,b'What do you call the feeling of having experienced something before ?'
4,13,b'How many people was Randy Craft convicted of killing ?'
1,14,b'What must be exceeded to produce a sonic boom ?'
1,29,b'What sports event is Meyer Wolfsheim supposed to have fixed in The Great Gatsby ?'
5,14,b'Where did the Wright brothers make their first flight ?'
0,9,"b""Why is Microsoft 's Windows 3 such a successful computer program ?"""
1,19,b'What color are the castellated walls of the Kremlin ?'
1,23,b'What is the most common kind of skin cancer in the U.S. ?'
0,12,"b'What was Nine Tailors , the television show from 1974 , about ?'"
3,4,b'Who shot Lee Harvey Oswald ?'
1,1,"b""Name the four stories contained in Edith Wharton 's `` Old New York . ''"""
1,2,"b""What was the orca 's name that died of a fungal infection at Sea World ?"""
3,4,b'Who won the 1968 California Democratic primary ?'
0,0,"b""How does one correctly pronounce ` qigong ' ?"""
5,11,b'What is the nickname for the state of Mississippi ?'
4,13,b'How many mountains have been named for Presidents in the continental USA ?'
5,21,b'What city is often called The Insurance Capital of the World ?'
1,14,b'What do humans catch zoonose diseases from ?'
0,12,"b""What 's the setting of John Le Carre 's A Small Town in Germany ?"""
4,13,b'How many children under 18 are victims of some sort of Physical Abuse each year ?'
4,25,"b""What is the price for AAA 's liability auto insurance ?"""
0,7,"b""What are `` inkhorn terms '' ?"""
4,13,b'What was the U.S. highway death toll in 1969 ?'
4,40,"b""How long was Mao 's 1930s Long March ?"""
3,4,"b""What is Li 'l Abner 's last name ?"""
0,0,"b""How do you get dates with the `` Hooters '' girls ?"""
1,28,b'What is a softball made of ?'
4,38,"b""Of children between the ages of two and eleven , what percentage watch `` The Simpsons '' ?"""
0,7,b'What is magnetar ?'
0,0,b'How can I search for a word within my own webpage ?'
0,7,b'What are chloroplasts ?'
0,12,"b'What is the origin of the word , JJ .'"
4,13,"b""How many pitchers occupy the shelf beside the crouching woman in Edgar Degas 's 1886 painting The Tub ?"""
4,13,b'How many questions do you have on your database ?'
4,25,b'What is the amount of money owed for illegally having a dog on a beach ?'
0,7,b'What is the meaning of thalassemia ?'
1,19,"b""What color is Mr. Spock 's blood ?"""
4,8,b'In what year was Gandhi assassinated ?'
4,8,b'What year did nylon stockings first go on sale ?'
5,18,b'What is a country that starts with the letter x ?'
1,14,b'Name the operating system that runs on IBM-compatible machines .'
1,10,"b""What was the name of the U.S. 's first manned space program ?"""
3,4,"b""Who spoke the only word in Mel Brooks 's Silent Movie ?"""
1,14,b'What does it take to be a hero ?'
0,0,b'How is bubble wrap made ?'
4,8,b'When did Mount St. Helens last erupt ?'
4,8,b'When did the Carolingian period begin ?'
4,13,"b""How many people were executed for Abraham Lincoln 's assassination ?"""
3,5,b'Name the food company that traveled to Soviet Georgia to film a series of ads .'
3,4,b'Who lives at 39 Stone Canyon Way ?'
4,13,b'How many inches over six feet is the Venus de Milo ?'
1,26,b'What is the best selling computer model ever ?'
1,36,b'What is the collective noun for geese ?'
1,1,"b""What Dickens novel has David carrying the message `` Barkis is willin '' to Peggy ?"""
3,4,b'What famous male vocalist has the same name as the composer of the opera Hansel and Gretel ?'
1,1,b'What are the top 5 fiction books of all time ?'
0,0,b'How can you become an FBI agent ?'
3,4,"b""Who was the author of the novel `` Far From the Madding Crowd '' ?"""
4,8,b'When does menstruation begin ?'
3,4,b'What female faith healer wrote the inspirational book I Believe in Miracles ?'
1,17,b'What food can I use to catch a possum ?'
0,7,b'What is swap math ?'
3,4,"b""Who said : `` Soldiers win the battles and generals get the credit '' ?"""
4,38,b'What are the highest-paying odds on a roulette table ?'
0,0,b'How is silk screening done ?'
4,13,b'How many varieties of apple are there ?'
3,4,b'Who tramped through Florida looking for the Fountain of Youth ?'
5,14,"b""What is Answers.com 's address ?"""
1,2,"b""What animal 's tail is called a brush ?"""
3,4,"b""Who graced the airwaves with such pearls as `` Do ya lo-o-ove me ? Get naked , baby ! '' ?"""
0,12,"b""What is the origin of the proverb `` A stitch in time saves nine '' ?"""
0,7,b'What is a Mexican hairless ?'
0,12,"b""What is Franz Kafka 's short story `` A Country Doctor '' trying to tell us ?"""
3,4,"b""Who was Tiny Tim 's father ?"""
1,17,b'What was the food of the Greek gods called ?'
1,10,"b'What was the name of the Crimean meeting of Roosevelt , Churchill , and Stalin ?'"
1,14,"b""To what does Microsoft 's Windows 3 owe its success ?"""
3,4,b'Who portrayed Field Marshal Erwin Rommel in The Desert Fox ?'
4,45,b'What is the weight of air ?'
3,4,b'What well-known music personality is the father of an adopted son named Hans Christian Henderson ?'
4,25,b'By how much will the California state gas tax rise by the year 2000 ?'
0,12,"b""What is the origin of `` barbeque '' ?"""
3,4,"b""Who sang the song `` Hooked on a Feeling '' in the dancing baby episode of `` Ally Mcbeal '' ?"""
1,14,b'What did people use to freshen their breath before toothpaste ?'
3,5,b'Which college did Dikembe Mutombo play basketball at ?'
3,4,b'Who wrote The Red Badge of Courage ?'
0,7,b'What is software piracy ?'
3,4,b'What actor first portrayed James Bond ?'
4,13,b'How many people died because of a smoking problem in 1997 ?'
5,14,b'What are some mythology websites ?'
1,1,b'In what medium is Stuart Hamblen considered to be the first singing cowboy ?'
1,1,b'What novel inspired the movie BladeRunner ?'
1,31,b'What do sailors use to measure time ?'
0,12,b'What is the origin of the peace symbol ?'
3,4,b'Who killed Caesar ?'
1,28,b'What are the stars made of ?'
0,7,b'What is a Canada two-penny black ?'
1,26,b'What household products are there for adult acne ?'
3,5,"b""What is `` the airline built for professional travelers '' ?"""
0,9,b'What causes pneumonia ?'
1,14,"b'What kind of puzzle first appeared in the U.S. in the New York World on December 21 , 1913 ?'"
1,14,"b""What was Simple Simon fishing for in his mother 's pail ?"""
1,14,b'What did the Congress of Vienna establish ?'
2,3,b'What does the word LASER mean ?'
1,19,b'What color were their horses ?'
3,4,b'Who released the Internet worm in the late 1980s ?'
0,7,"b""What does the name `` Sabrina '' mean ?"""
3,4,b'Who played Sally Rogers on The Dick Van Dyke Show ?'
4,14,b'What is the population of Mexico ?'
3,4,b'What Soviet leader owned a Rolls-Royce ?'
0,9,b'Why do oceans contain salt water instead of fresh water ?'
0,12,b'What happened in the city of Dogtown in 1899 ?'
3,5,b'What company tabulates the ballots in voting for the Academy Awards ?'
1,23,b'What is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?'
5,14,b'What famed library can you reach by dialing 22-287-5 ?'
1,23,b'What is a fear of children ?'
4,8,b'What day of the week was July 13 ?'
1,23,b'What are the diseases that can be cured by black cumin ?'
3,12,b'Who was Buffalo Bill ?'
1,17,b'What crop failure caused the Irish Famine ?'
1,17,b'Which type of soda has the greatest amount of caffeine ?'
0,0,b'How do you get rid on woodpeckers ?'
1,1,b'Name a movie about the Sioux Indians starring Kevin Costner .'
3,12,b'Who was Quetzalcoatl ?'
0,0,b'How did water appear on the earth ?'
1,20,b'Aspartame is also known as what ?'
5,14,b'Where can I take a test that will tell me what I should be when I grow up ?'
5,14,b'Where did the sport of caber-tossing originate ?'
3,5,b'Which college did Dikembe Mutombo attend ?'
3,5,"b'What inescapable purveyor of background music celebrated its 5th anniversary in July , 1984 ?'"
5,14,b'Where can I find detailed information about Manchukuo ?'
4,27,b'What age is Benny Carter ?'
5,14,b'Where do the Grimace and Mayor McCheese live ?'
0,7,b'What is cache memory ?'
3,4,b'Who holds the career record for the most major league home runs ?'
3,4,b'What monarch signed the Magna Carta ?'
1,17,"b""What beer tells us , `` Grab all the gusto you can get . '' ?"""
5,18,"b""What country 's flag is field green ?"""
4,40,b'How high is the city of Denver ?'
3,4,b'Who was the architect of Central Park ?'
5,14,b'What sea surrounds the Cayman Islands ?'
0,0,b'How is Answers.com funded ?'
1,19,b'What hair color can I use to just cover a little gray ?'
0,12,b'What are the current immigration laws in US ?'
1,14,b'What was lost and regained by poet John Milton ?'
4,13,b'How many years do fossils take to form ?'
2,3,"b""What does `` B.Y.O.B. '' mean ?"""
3,4,"b""What wrestling star became `` The Incredible Hulk '' ?"""
0,9,"b'What makes Black Hills , South Dakota a tourist attraction ?'"
1,1,"b""What Broadway musical featured the song , `` If I were a rich man ? ''"""
1,23,b'What is a fear of women ?'
1,17,"b""What 's the traditional drink at the Kentucky Derby ?"""
1,23,b'What is the most common cancer ?'
0,7,b'What is infomatics ?'
3,4,b'What role do fruits play in the survival of plants ?'
5,14,b'Where did the Inuits live ?'
1,17,"b""What soft drink tells us to `` Go Hawaiian '' ?"""
3,4,b'Who won the Battle of Gettysburg ?'
3,4,b'Who wrote Unsafe at Any Speed ?'
3,4,b'Who was the only president to serve two nonconsecutive terms ?'
0,12,b'What happened in dogtown in 1899 to make that year remembered ?'
0,0,b'How can you contact play producers and promoters on-line ?'
3,4,"b""What actor 's autobiography is titled All My Yesterdays ?"""
1,14,b'What was George Washington afraid of ?'
4,13,b'How many neurons are in the human brain ?'
5,21,b'What U.S. city is known as The Rubber Capital of the World ?'
1,20,b'What is the term for the sum of all genetic material in a given organism ?'
4,8,"b""When did Theo Rousseau paint the `` Forest of Fontaine '' ?"""
2,3,b'What is HTML ?'
0,12,b'What is the history of Buffalo chicken wings ?'
5,14,b'Where in a tree does photosynthesis occur ?'
4,32,b'What is the size of the largest akita ?'
1,2,"b""What bird can swim but can 't fly ?"""
3,4,"b""Who is Rocky 's and Bullwinkle 's ever-lost friend ?"""
5,14,b'What is the name of the planet that the Ewoks live on ?'
5,21,b'What city is wiener schnitzel named for ?'
0,12,b'What type of childhood did Jules Verne have ?'
1,26,"b'What garment was named for Bradley , Voorhees and Day ?'"
3,6,"b""What was Queen Victoria 's title regarding India ?"""
1,20,b'What do Italians call Florence ?'
0,7,b'What is nuclear proliferation ?'
3,5,b'What is a society ruled by elders ?'
3,4,b'Who is the Greek God of the Sea ?'
4,13,b'How many spaces follow a period at the end of a sentence ?'
3,4,b'What actor learned to play the saxophone and speak Russian for a role in a movie ?'
4,8,b'When was John D. Rockefeller born ?'
5,14,b'Where did Bill Gates go to college ?'
3,4,b'Who founded the Unification Church ?'
3,4,b'Whose acceptance speech of more than 3 minutes prompted a time limit on Academy Award thank-yous ?'
3,4,b'What was the name of the lawyer who represented Randy Steven Craft ?'
3,5,b'What organization did Mr. Waverly assign agents for ?'
1,20,b'What is the lens behind the iris in the eye called ?'
1,14,"b""What `` little red car '' is mentioned in pop singer Prince 's hit song ?"""
0,0,b'How do Ouija Boards work ?'
0,0,b'How do I find if my relatives were on the Trail of Tears ?'
5,14,b'Where does most of the marijuana entering the United States come from ?'
1,23,b'What is a fear of money ?'
4,13,b'How many inches over six feet is Tom Selleck ?'
0,12,b'What is the difference between the anus and the rectum ?'
4,13,b'How much caffeine is in a 16 oz cup of coffee ?'
5,21,b'What Kentucky city calls itself The Horse Center of America ?'
3,4,"b""Name of heroine in `` Scruples '' ?"""
1,10,"b""What war saw battles at Parrot 's Beak and Black Virgin ?"""
1,1,b'What Homerian epic chronicles events toward the end of the Trojan Wars ?'
1,17,b'What is the recipe or formula for Coca-Cola ?'
0,12,b'What is it like to experience a near death episode ?'
3,4,b'Who is the prime minister of Australia ?'
